Respondent_ID,Age_Group,Education_Degree,Income_Quartile,Political_Views,General_Happiness,Trust_Government,Trust_Press,Trust_Science,High_Institutional_Trust,Survey_Weight
GSS_2816,45-59,High School,Q1 (Low),Liberal,Not Too Happy,4,3,1,0,1.3049
GSS_2817,18-29,Bachelor,Q3 (Mid-High),Conservative,Very Happy,2,1,-9,0,1.4592
GSS_2818,30-44,Junior College,Q1 (Low),Moderate,Very Happy,3,4,1,0,0.9423
GSS_2819,18-29,High School,Q3 (Mid-High),Extremely Liberal,Pretty Happy,2,5,4,0,0.7267
GSS_2820,45-59,Junior College,Q3 (Mid-High),Liberal,Pretty Happy,5,3,5,1,0.9566
GSS_2821,30-44,High School,Q3 (Mid-High),Moderate,Very Happy,-9,3,3,0,1.5633
GSS_2822,30-44,High School,Q3 (Mid-High),Moderate,Very Happy,3,3,2,0,0.5577
GSS_2823,30-44,High School,Q2 (Mid-Low),Moderate,Very Happy,4,4,5,1,1.0732
GSS_2824,60+,Graduate,Q4 (High),Moderate,Pretty Happy,1,2,1,0,1.5097
GSS_2825,18-29,High School,Q4 (High),Extremely Liberal,Pretty Happy,1,-9,5,0,1.1714
GSS_2826,45-59,High School,Q3 (Mid-High),Conservative,Very Happy,1,5,1,0,1.0231
GSS_2827,60+,High School,Q4 (High),Extremely Liberal,Very Happy,-9,4,2,0,1.0347
GSS_2828,60+,Graduate,Q2 (Mid-Low),Conservative,Pretty Happy,3,4,4,1,1.465
GSS_2829,30-44,Junior College,Q2 (Mid-Low),Moderate,Pretty Happy,5,4,1,0,1.4548
GSS_2830,18-29,High School,Q1 (Low),Conservative,Pretty Happy,5,5,3,1,0.6997
GSS_2831,60+,Junior College,Q2 (Mid-Low),Liberal,Pretty Happy,4,3,3,1,0.7379
GSS_2832,45-59,Bachelor,Q4 (High),Moderate,Pretty Happy,5,3,-9,1,0.5256
GSS_2833,18-29,Bachelor,Q4 (High),Moderate,Pretty Happy,3,4,2,0,0.6952
GSS_2834,30-44,Bachelor,Q2 (Mid-Low),Conservative,Pretty Happy,5,1,4,1,0.7211
GSS_2835,30-44,Graduate,Q2 (Mid-Low),Extremely Conservative,Not Too Happy,1,5,5,0,1.138
GSS_2836,30-44,High School,Q4 (High),Conservative,Pretty Happy,3,5,2,0,0.7714
GSS_2837,60+,Bachelor,Q4 (High),Liberal,Pretty Happy,1,1,1,0,0.508
GSS_2838,30-44,High School,Q2 (Mid-Low),Liberal,Pretty Happy,1,2,4,0,0.6365
GSS_2839,18-29,Junior College,Q1 (Low),Liberal,Not Too Happy,1,2,2,0,0.9669
GSS_2840,60+,High School,Q4 (High),Moderate,Pretty Happy,5,1,5,1,1.0244
GSS_2841,18-29,Lt High School,Q3 (Mid-High),Conservative,Pretty Happy,3,3,3,0,0.8695
GSS_2842,18-29,High School,Q4 (High),Conservative,Pretty Happy,2,3,5,1,0.9689
GSS_2843,30-44,Lt High School,Q3 (Mid-High),Liberal,Pretty Happy,1,2,5,0,1.2908
GSS_2844,45-59,Bachelor,Q4 (High),Conservative,Pretty Happy,2,2,3,0,0.508
GSS_2845,60+,Graduate,Q2 (Mid-Low),Moderate,Pretty Happy,4,1,1,0,1.2401
GSS_2846,60+,Bachelor,Q4 (High),Extremely Conservative,Pretty Happy,5,2,2,1,0.9487
GSS_2847,18-29,Bachelor,Q2 (Mid-Low),Liberal,Not Too Happy,1,2,3,0,0.9407
GSS_2848,60+,High School,Q4 (High),Liberal,Pretty Happy,-9,3,4,1,1.2145
GSS_2849,30-44,High School,Q3 (Mid-High),Liberal,Pretty Happy,5,2,5,1,1.4702
GSS_2850,30-44,High School,Q4 (High),Liberal,Pretty Happy,3,5,5,1,1.1821
GSS_2851,45-59,Lt High School,Q2 (Mid-Low),Extremely Liberal,Pretty Happy,5,1,4,1,0.6899
GSS_2852,45-59,Graduate,Q4 (High),Conservative,Not Too Happy,4,3,3,1,0.5465
GSS_2853,60+,Lt High School,Q1 (Low),Conservative,Not Too Happy,-9,3,5,1,0.8055
GSS_2854,60+,Graduate,Q2 (Mid-Low),Liberal,Not Too Happy,2,2,2,0,1.3999
GSS_2855,45-59,Bachelor,Q4 (High),Moderate,Very Happy,2,1,2,0,0.8926
GSS_2856,45-59,Bachelor,Q2 (Mid-Low),Liberal,Very Happy,5,1,5,1,0.9717
GSS_2857,45-59,High School,Q2 (Mid-Low),Conservative,Pretty Happy,2,5,2,0,1.1674
GSS_2858,30-44,Bachelor,Q4 (High),Moderate,Not Too Happy,2,4,1,0,1.5745
GSS_2859,18-29,High School,Q1 (Low),Moderate,Very Happy,4,2,2,0,0.6196
GSS_2860,30-44,High School,Q4 (High),Moderate,Pretty Happy,3,1,3,0,0.9546
GSS_2861,60+,High School,Q2 (Mid-Low),Extremely Conservative,Pretty Happy,5,4,3,1,1.4457
GSS_2862,18-29,High School,Q1 (Low),Liberal,Very Happy,5,1,4,1,1.5859
GSS_2863,18-29,High School,Q3 (Mid-High),Extremely Conservative,Pretty Happy,1,4,1,0,0.6667
GSS_2864,60+,Bachelor,Q4 (High),Liberal,Pretty Happy,1,-9,2,0,0.9417
GSS_2865,18-29,Lt High School,Q3 (Mid-High),Conservative,Pretty Happy,2,4,4,0,1.1068
GSS_2866,18-29,High School,Q4 (High),Liberal,Not Too Happy,3,3,4,1,0.733
GSS_2867,30-44,High School,Q1 (Low),Conservative,Very Happy,4,3,1,0,0.7359
GSS_2868,30-44,Bachelor,Q4 (High),Moderate,Very Happy,1,2,5,0,0.77
GSS_2869,45-59,High School,Q4 (High),Conservative,Pretty Happy,2,2,1,0,1.505
GSS_2870,30-44,Graduate,Q1 (Low),Liberal,Very Happy,4,1,5,1,0.5539
GSS_2871,60+,Bachelor,Q4 (High),Liberal,Not Too Happy,5,1,3,1,0.9842
GSS_2872,18-29,High School,Q4 (High),Conservative,Pretty Happy,5,3,3,1,1.3165
GSS_2873,30-44,Lt High School,Q2 (Mid-Low),Liberal,Pretty Happy,5,2,5,1,0.9505
GSS_2874,45-59,High School,Q4 (High),Extremely Conservative,Pretty Happy,1,4,3,0,0.7972
GSS_2875,45-59,Bachelor,Q1 (Low),Liberal,Very Happy,3,3,5,1,1.3092
GSS_2876,18-29,High School,Q3 (Mid-High),Conservative,Pretty Happy,-9,3,4,1,1.1394
GSS_2877,45-59,High School,Q3 (Mid-High),Conservative,Pretty Happy,3,2,5,1,1.0646
GSS_2878,45-59,Bachelor,Q4 (High),Liberal,Not Too Happy,2,1,1,0,1.4168
GSS_2879,60+,Lt High School,Q2 (Mid-Low),Liberal,Pretty Happy,1,5,1,0,0.5842
GSS_2880,45-59,High School,Q1 (Low),Liberal,Not Too Happy,4,5,5,1,1.3216
GSS_2881,60+,Lt High School,Q4 (High),Liberal,Pretty Happy,1,5,5,0,1.196
GSS_2882,18-29,High School,Q1 (Low),Conservative,Pretty Happy,3,3,2,0,0.8839
GSS_2883,18-29,Lt High School,Q4 (High),Moderate,Not Too Happy,5,3,4,1,0.5548
GSS_2884,30-44,High School,Q2 (Mid-Low),Conservative,Very Happy,4,1,4,1,0.6254
GSS_2885,30-44,Graduate,Q4 (High),Moderate,Pretty Happy,1,1,3,0,0.6318
GSS_2886,18-29,High School,Q3 (Mid-High),Extremely Liberal,Not Too Happy,4,5,4,1,0.7222
GSS_2887,30-44,Lt High School,Q2 (Mid-Low),Conservative,Not Too Happy,2,3,1,0,0.8506
GSS_2888,45-59,Bachelor,Q3 (Mid-High),Extremely Liberal,Pretty Happy,4,5,2,0,0.741
GSS_2889,30-44,High School,Q1 (Low),Moderate,Very Happy,1,2,2,0,1.5481
GSS_2890,45-59,High School,Q2 (Mid-Low),Liberal,Not Too Happy,2,1,2,0,0.6428
GSS_2891,18-29,High School,Q2 (Mid-Low),Moderate,Pretty Happy,-9,4,5,1,1.3023
GSS_2892,18-29,High School,Q2 (Mid-Low),Extremely Conservative,Pretty Happy,4,1,-9,1,1.1267
GSS_2893,18-29,High School,Q2 (Mid-Low),Extremely Conservative,Pretty Happy,1,2,5,0,1.4936
GSS_2894,60+,Junior College,Q1 (Low),Liberal,Not Too Happy,5,1,-9,1,1.1668
GSS_2895,18-29,High School,Q2 (Mid-Low),Conservative,Pretty Happy,1,4,5,0,1.5376
GSS_2896,45-59,Bachelor,Q1 (Low),Moderate,Very Happy,5,3,1,0,0.8884
GSS_2897,30-44,Bachelor,Q4 (High),Liberal,Very Happy,3,1,4,1,0.9357
GSS_2898,18-29,High School,Q1 (Low),Liberal,Very Happy,1,2,-9,0,0.7374
GSS_2899,45-59,Bachelor,Q2 (Mid-Low),Moderate,Very Happy,5,1,1,0,0.7822
GSS_2900,18-29,Lt High School,Q1 (Low),Conservative,Very Happy,1,2,4,0,1.5577
GSS_2901,18-29,High School,Q2 (Mid-Low),Extremely Conservative,Pretty Happy,1,1,5,0,0.6744
GSS_2902,30-44,High School,Q1 (Low),Extremely Liberal,Pretty Happy,3,3,1,0,0.8496
GSS_2903,30-44,Lt High School,Q3 (Mid-High),Extremely Liberal,Pretty Happy,5,2,-9,1,0.881
GSS_2904,30-44,High School,Q1 (Low),Moderate,Not Too Happy,4,4,1,0,0.7254
GSS_2905,18-29,Lt High School,Q1 (Low),Liberal,Pretty Happy,3,4,4,1,1.4653
GSS_2906,45-59,High School,Q3 (Mid-High),Conservative,Pretty Happy,1,4,2,0,1.0875
GSS_2907,60+,Lt High School,Q1 (Low),Liberal,Not Too Happy,1,2,5,0,0.7073
GSS_2908,60+,Bachelor,Q4 (High),Moderate,Not Too Happy,4,5,1,0,1.3935
GSS_2909,30-44,High School,Q2 (Mid-Low),Conservative,Very Happy,5,2,1,0,1.5473
GSS_2910,45-59,Bachelor,Q1 (Low),Extremely Liberal,Pretty Happy,4,2,-9,1,1.3032
GSS_2911,18-29,Junior College,Q2 (Mid-Low),Conservative,Pretty Happy,3,4,1,0,0.8839
GSS_2912,60+,Junior College,Q2 (Mid-Low),Moderate,Very Happy,4,1,3,1,0.869
GSS_2913,30-44,Bachelor,Q3 (Mid-High),Extremely Conservative,Pretty Happy,4,2,5,1,1.0732
GSS_2914,30-44,High School,Q4 (High),Extremely Conservative,Pretty Happy,3,2,1,0,1.3902
GSS_2915,60+,High School,Q3 (Mid-High),Extremely Conservative,Not Too Happy,5,2,-9,1,1.4126
GSS_2916,45-59,Lt High School,Q2 (Mid-Low),Moderate,Pretty Happy,4,4,4,1,1.3634
GSS_2917,30-44,High School,Q1 (Low),Moderate,Very Happy,3,2,5,1,0.5486
GSS_2918,18-29,High School,Q2 (Mid-Low),Conservative,Pretty Happy,5,2,1,0,1.0945
GSS_2919,30-44,Bachelor,Q1 (Low),Liberal,Pretty Happy,1,4,1,0,0.9528
GSS_2920,18-29,High School,Q3 (Mid-High),Moderate,Pretty Happy,4,2,2,0,0.6773
GSS_2921,60+,High School,Q4 (High),Moderate,Pretty Happy,1,2,5,0,1.5107
GSS_2922,45-59,High School,Q1 (Low),Conservative,Pretty Happy,5,4,4,1,1.1398
GSS_2923,18-29,Lt High School,Q1 (Low),Moderate,Pretty Happy,5,4,4,1,1.0709
GSS_2924,30-44,High School,Q1 (Low),Extremely Liberal,Pretty Happy,4,4,2,0,1.3733
GSS_2925,30-44,Lt High School,Q1 (Low),Liberal,Very Happy,3,4,4,1,1.5951
GSS_2926,60+,Bachelor,Q3 (Mid-High),Moderate,Pretty Happy,1,1,5,0,0.8309
GSS_2927,18-29,Bachelor,Q1 (Low),Extremely Conservative,Not Too Happy,4,5,2,0,0.7891
GSS_2928,30-44,Lt High School,Q4 (High),Conservative,Not Too Happy,3,2,2,0,1.256
GSS_2929,30-44,Bachelor,Q1 (Low),Extremely Conservative,Very Happy,4,2,2,0,0.5469
GSS_2930,45-59,Bachelor,Q1 (Low),Conservative,Not Too Happy,4,4,3,1,0.6144
GSS_2931,60+,High School,Q4 (High),Extremely Liberal,Very Happy,2,1,5,1,1.1963
GSS_2932,45-59,High School,Q3 (Mid-High),Extremely Liberal,Very Happy,5,3,5,1,1.1141
GSS_2933,30-44,Lt High School,Q3 (Mid-High),Liberal,Very Happy,4,2,2,0,0.913
GSS_2934,18-29,Lt High School,Q1 (Low),Extremely Liberal,Pretty Happy,3,2,3,0,0.8249
GSS_2935,45-59,Bachelor,Q3 (Mid-High),Extremely Conservative,Pretty Happy,2,4,2,0,0.7029
GSS_2936,30-44,Bachelor,Q2 (Mid-Low),Moderate,Pretty Happy,-9,2,4,1,0.6553
GSS_2937,30-44,Junior College,Q3 (Mid-High),Moderate,Very Happy,5,5,1,0,0.9539
GSS_2938,30-44,Junior College,Q3 (Mid-High),Extremely Liberal,Very Happy,1,3,3,0,0.7731
GSS_2939,18-29,Graduate,Q1 (Low),Moderate,Pretty Happy,5,1,3,1,0.7776
GSS_2940,30-44,High School,Q1 (Low),Liberal,Pretty Happy,2,4,-9,0,0.7769
GSS_2941,60+,High School,Q4 (High),Conservative,Pretty Happy,5,1,4,1,1.4267
GSS_2942,18-29,High School,Q4 (High),Liberal,Very Happy,3,-9,2,0,0.7466
GSS_2943,60+,High School,Q1 (Low),Conservative,Pretty Happy,2,1,4,0,0.5154
GSS_2944,18-29,High School,Q1 (Low),Moderate,Pretty Happy,1,3,5,0,0.7658
GSS_2945,60+,Junior College,Q1 (Low),Moderate,Very Happy,3,3,5,1,1.3167
GSS_2946,45-59,Bachelor,Q4 (High),Liberal,Very Happy,3,3,5,1,0.573
GSS_2947,30-44,High School,Q4 (High),Extremely Liberal,Very Happy,5,5,3,1,0.8364
GSS_2948,18-29,High School,Q2 (Mid-Low),Extremely Liberal,Pretty Happy,1,2,3,0,1.0038
GSS_2949,30-44,Graduate,Q2 (Mid-Low),Moderate,Very Happy,3,4,5,1,1.0042
GSS_2950,45-59,Lt High School,Q4 (High),Liberal,Very Happy,5,4,2,1,1.116
GSS_2951,30-44,Graduate,Q4 (High),Extremely Conservative,Pretty Happy,5,5,4,1,0.5283
GSS_2952,45-59,High School,Q3 (Mid-High),Liberal,Pretty Happy,5,2,5,1,1.09
GSS_2953,45-59,High School,Q4 (High),Liberal,Very Happy,4,2,1,0,1.5345
GSS_2954,30-44,Graduate,Q3 (Mid-High),Liberal,Very Happy,3,4,4,1,1.3266
GSS_2955,45-59,Bachelor,Q3 (Mid-High),Moderate,Very Happy,2,2,3,0,1.1297
GSS_2956,30-44,Bachelor,Q1 (Low),Conservative,Very Happy,1,4,5,0,1.2708
GSS_2957,45-59,Lt High School,Q2 (Mid-Low),Conservative,Not Too Happy,3,1,4,1,0.5152
GSS_2958,18-29,High School,Q4 (High),Extremely Liberal,Pretty Happy,3,1,4,1,0.8021
GSS_2959,30-44,High School,Q3 (Mid-High),Liberal,Not Too Happy,2,3,5,1,0.9848
GSS_2960,30-44,High School,Q4 (High),Conservative,Not Too Happy,5,2,-9,1,0.6577
GSS_2961,30-44,High School,Q2 (Mid-Low),Moderate,Very Happy,4,2,5,1,1.1736
GSS_2962,30-44,Bachelor,Q2 (Mid-Low),Conservative,Not Too Happy,2,-9,5,1,0.9914
GSS_2963,45-59,High School,Q3 (Mid-High),Conservative,Very Happy,5,1,3,1,1.2028
GSS_2964,30-44,High School,Q2 (Mid-Low),Liberal,Pretty Happy,3,1,2,0,0.831
GSS_2965,30-44,High School,Q1 (Low),Moderate,Pretty Happy,3,5,3,0,0.7635
GSS_2966,45-59,High School,Q3 (Mid-High),Liberal,Pretty Happy,2,3,3,0,1.4558
GSS_2967,45-59,High School,Q4 (High),Conservative,Pretty Happy,-9,1,3,0,0.6251
GSS_2968,30-44,High School,Q1 (Low),Extremely Liberal,Very Happy,-9,1,2,0,0.8114
GSS_2969,30-44,Bachelor,Q3 (Mid-High),Extremely Liberal,Very Happy,3,5,1,0,0.741
GSS_2970,30-44,High School,Q4 (High),Extremely Liberal,Pretty Happy,3,3,4,1,0.787
GSS_2971,30-44,Bachelor,Q4 (High),Liberal,Pretty Happy,3,4,2,0,0.515
GSS_2972,45-59,Bachelor,Q2 (Mid-Low),Moderate,Not Too Happy,1,5,4,0,1.1002
GSS_2973,60+,High School,Q1 (Low),Liberal,Pretty Happy,5,2,3,1,0.8298
GSS_2974,30-44,Bachelor,Q2 (Mid-Low),Liberal,Pretty Happy,5,-9,4,1,1.2232
GSS_2975,45-59,High School,Q2 (Mid-Low),Liberal,Pretty Happy,5,3,4,1,1.3064
GSS_2976,30-44,Bachelor,Q3 (Mid-High),Extremely Liberal,Pretty Happy,2,1,2,0,1.486
GSS_2977,45-59,High School,Q4 (High),Moderate,Pretty Happy,3,-9,3,0,0.6311
GSS_2978,18-29,Bachelor,Q2 (Mid-Low),Extremely Conservative,Pretty Happy,3,1,1,0,0.6582
GSS_2979,45-59,Lt High School,Q4 (High),Moderate,Very Happy,1,-9,4,0,1.3013
GSS_2980,60+,Lt High School,Q1 (Low),Liberal,Very Happy,1,3,5,0,1.3786
GSS_2981,18-29,Lt High School,Q3 (Mid-High),Conservative,Very Happy,3,4,-9,0,1.2123
GSS_2982,60+,High School,Q2 (Mid-Low),Liberal,Pretty Happy,4,5,4,1,1.3746
GSS_2983,30-44,High School,Q2 (Mid-Low),Liberal,Not Too Happy,5,2,2,1,0.5393
GSS_2984,30-44,High School,Q2 (Mid-Low),Moderate,Pretty Happy,1,1,3,0,1.2483
GSS_2985,30-44,Bachelor,Q1 (Low),Liberal,Not Too Happy,3,5,-9,0,0.5294
GSS_2986,18-29,Bachelor,Q1 (Low),Extremely Liberal,Pretty Happy,-9,1,1,0,0.6573
GSS_2987,18-29,High School,Q3 (Mid-High),Liberal,Not Too Happy,1,5,1,0,0.5465
GSS_2988,45-59,Graduate,Q2 (Mid-Low),Extremely Conservative,Pretty Happy,3,3,1,0,0.965
GSS_2989,45-59,Junior College,Q2 (Mid-Low),Conservative,Not Too Happy,3,5,4,1,1.1527
GSS_2990,60+,High School,Q3 (Mid-High),Extremely Liberal,Pretty Happy,5,5,3,1,1.1619
GSS_2991,45-59,Lt High School,Q3 (Mid-High),Extremely Liberal,Very Happy,1,3,1,0,0.7046
GSS_2992,45-59,Bachelor,Q4 (High),Moderate,Pretty Happy,2,4,3,0,0.5607
GSS_2993,18-29,Bachelor,Q2 (Mid-Low),Liberal,Not Too Happy,3,-9,1,0,0.8606
GSS_2994,30-44,Bachelor,Q3 (Mid-High),Conservative,Pretty Happy,4,2,4,1,0.5798
GSS_2995,18-29,High School,Q4 (High),Moderate,Pretty Happy,4,2,-9,1,1.3501
GSS_2996,30-44,Graduate,Q3 (Mid-High),Moderate,Very Happy,3,3,4,1,0.7651
GSS_2997,30-44,Bachelor,Q4 (High),Extremely Liberal,Pretty Happy,1,5,1,0,1.3924
GSS_2998,45-59,Bachelor,Q1 (Low),Liberal,Pretty Happy,4,3,3,1,0.9114
GSS_2999,30-44,Junior College,Q4 (High),Moderate,Pretty Happy,1,1,2,0,1.0951
GSS_3000,45-59,Graduate,Q3 (Mid-High),Liberal,Very Happy,5,4,4,1,0.7923
GSS_3001,60+,Lt High School,Q3 (Mid-High),Liberal,Not Too Happy,3,2,5,1,1.2929
GSS_3002,30-44,Bachelor,Q3 (Mid-High),Liberal,Pretty Happy,5,4,4,1,1.3408
GSS_3003,30-44,Bachelor,Q1 (Low),Liberal,Pretty Happy,2,3,2,0,0.7888
GSS_3004,60+,High School,Q3 (Mid-High),Liberal,Pretty Happy,3,5,1,0,1.3819
GSS_3005,18-29,High School,Q3 (Mid-High),Conservative,Very Happy,5,1,1,0,0.6142
GSS_3006,30-44,Junior College,Q2 (Mid-Low),Liberal,Very Happy,4,5,1,0,1.4621
GSS_3007,30-44,Graduate,Q1 (Low),Extremely Liberal,Pretty Happy,4,3,1,0,0.5256
GSS_3008,30-44,Junior College,Q2 (Mid-Low),Extremely Liberal,Pretty Happy,4,3,4,1,1.051
GSS_3009,45-59,Bachelor,Q4 (High),Moderate,Pretty Happy,2,5,2,0,1.4225
GSS_3010,30-44,Graduate,Q2 (Mid-Low),Moderate,Very Happy,5,3,2,1,0.5018
GSS_3011,30-44,Lt High School,Q4 (High),Liberal,Very Happy,5,3,4,1,1.2016
GSS_3012,60+,Lt High School,Q3 (Mid-High),Moderate,Pretty Happy,3,2,2,0,0.6419
GSS_3013,30-44,Lt High School,Q2 (Mid-Low),Moderate,Pretty Happy,4,4,1,0,1.4506
GSS_3014,60+,High School,Q4 (High),Moderate,Not Too Happy,3,4,2,0,0.8731
GSS_3015,30-44,Bachelor,Q2 (Mid-Low),Moderate,Pretty Happy,1,2,4,0,0.6136
GSS_3016,30-44,Bachelor,Q4 (High),Moderate,Pretty Happy,2,5,4,0,1.0808
GSS_3017,60+,Lt High School,Q4 (High),Liberal,Pretty Happy,3,4,3,0,1.1722
GSS_3018,30-44,Bachelor,Q4 (High),Conservative,Pretty Happy,1,1,2,0,1.0258
GSS_3019,60+,High School,Q2 (Mid-Low),Liberal,Very Happy,1,5,4,0,1.4602
GSS_3020,18-29,Bachelor,Q4 (High),Liberal,Pretty Happy,2,5,2,0,1.5646
GSS_3021,30-44,Graduate,Q3 (Mid-High),Extremely Conservative,Very Happy,4,4,4,1,1.5348
GSS_3022,60+,Lt High School,Q4 (High),Liberal,Pretty Happy,1,4,-9,0,1.0863
GSS_3023,30-44,Lt High School,Q4 (High),Moderate,Very Happy,4,1,2,0,0.6316
GSS_3024,30-44,High School,Q3 (Mid-High),Liberal,Pretty Happy,-9,1,4,1,0.5649
GSS_3025,60+,Junior College,Q1 (Low),Conservative,Pretty Happy,2,3,1,0,0.6845
GSS_3026,60+,High School,Q1 (Low),Moderate,Pretty Happy,4,1,1,0,1.2818
GSS_3027,18-29,Bachelor,Q3 (Mid-High),Extremely Liberal,Very Happy,4,2,4,1,0.9905
GSS_3028,30-44,Junior College,Q2 (Mid-Low),Conservative,Pretty Happy,1,4,3,0,0.8653
GSS_3029,45-59,Bachelor,Q4 (High),Extremely Liberal,Pretty Happy,1,1,2,0,0.7836
GSS_3030,18-29,High School,Q2 (Mid-Low),Moderate,Pretty Happy,-9,2,4,1,0.8397
GSS_3031,30-44,High School,Q1 (Low),Conservative,Very Happy,3,5,4,1,1.5616
GSS_3032,30-44,Bachelor,Q4 (High),Moderate,Pretty Happy,2,5,3,0,1.2746
GSS_3033,60+,High School,Q1 (Low),Moderate,Not Too Happy,2,2,2,0,0.6867
GSS_3034,45-59,High School,Q3 (Mid-High),Extremely Liberal,Not Too Happy,1,5,5,0,0.7989
GSS_3035,60+,High School,Q3 (Mid-High),Conservative,Pretty Happy,4,3,1,0,0.6389
GSS_3036,30-44,Lt High School,Q4 (High),Extremely Liberal,Very Happy,3,5,1,0,0.7018
GSS_3037,60+,High School,Q2 (Mid-Low),Conservative,Not Too Happy,2,4,4,0,0.8103
GSS_3038,60+,Junior College,Q4 (High),Moderate,Pretty Happy,1,3,5,0,1.2314
GSS_3039,30-44,Junior College,Q4 (High),Extremely Liberal,Pretty Happy,5,4,3,1,1.3649
GSS_3040,30-44,High School,Q1 (Low),Liberal,Pretty Happy,3,3,5,1,0.9007
GSS_3041,60+,Bachelor,Q1 (Low),Liberal,Very Happy,5,-9,2,1,1.2009
GSS_3042,60+,High School,Q2 (Mid-Low),Moderate,Pretty Happy,4,2,1,0,1.5045
GSS_3043,60+,Graduate,Q2 (Mid-Low),Liberal,Pretty Happy,4,3,4,1,0.731
GSS_3044,60+,Junior College,Q4 (High),Extremely Liberal,Pretty Happy,3,3,2,0,1.2672
GSS_3045,30-44,High School,Q4 (High),Conservative,Not Too Happy,1,2,3,0,1.0407
GSS_3046,60+,Bachelor,Q3 (Mid-High),Conservative,Pretty Happy,4,5,2,0,1.2392
GSS_3047,18-29,Bachelor,Q4 (High),Conservative,Pretty Happy,1,4,3,0,1.3082
GSS_3048,45-59,Graduate,Q1 (Low),Moderate,Pretty Happy,1,3,1,0,0.6552
GSS_3049,60+,High School,Q4 (High),Liberal,Very Happy,2,3,2,0,1.2016
GSS_3050,60+,Bachelor,Q4 (High),Liberal,Pretty Happy,3,5,1,0,0.6799
GSS_3051,60+,High School,Q2 (Mid-Low),Moderate,Very Happy,2,5,2,0,1.5216
GSS_3052,30-44,Lt High School,Q1 (Low),Moderate,Very Happy,5,1,3,1,1.5022
GSS_3053,60+,Lt High School,Q2 (Mid-Low),Extremely Liberal,Pretty Happy,2,1,4,0,0.5847
GSS_3054,45-59,High School,Q1 (Low),Extremely Liberal,Pretty Happy,2,2,1,0,1.1358
GSS_3055,45-59,Lt High School,Q1 (Low),Moderate,Pretty Happy,4,1,3,1,1.2645
GSS_3056,30-44,Graduate,Q3 (Mid-High),Liberal,Pretty Happy,5,4,4,1,1.1111
GSS_3057,18-29,High School,Q3 (Mid-High),Liberal,Pretty Happy,3,1,4,1,1.3071
GSS_3058,30-44,High School,Q4 (High),Conservative,Pretty Happy,4,3,2,0,1.4848
GSS_3059,30-44,Graduate,Q1 (Low),Liberal,Pretty Happy,1,1,3,0,1.4877
GSS_3060,45-59,High School,Q4 (High),Moderate,Very Happy,2,3,1,0,1.5818
GSS_3061,30-44,Lt High School,Q4 (High),Conservative,Very Happy,2,1,1,0,1.4065
GSS_3062,30-44,High School,Q2 (Mid-Low),Moderate,Pretty Happy,3,2,2,0,0.5061
GSS_3063,60+,High School,Q3 (Mid-High),Moderate,Pretty Happy,5,-9,2,1,1.0123
GSS_3064,60+,Bachelor,Q4 (High),Moderate,Not Too Happy,5,4,3,1,0.6916
GSS_3065,45-59,Bachelor,Q2 (Mid-Low),Liberal,Pretty Happy,2,2,4,0,0.7547
GSS_3066,45-59,Lt High School,Q2 (Mid-Low),Moderate,Pretty Happy,2,5,5,1,0.8719
GSS_3067,45-59,Lt High School,Q1 (Low),Moderate,Pretty Happy,3,2,3,0,0.7954
GSS_3068,45-59,Graduate,Q1 (Low),Liberal,Very Happy,5,2,1,0,0.8153
GSS_3069,45-59,High School,Q4 (High),Conservative,Pretty Happy,1,4,1,0,0.5836
GSS_3070,30-44,High School,Q4 (High),Extremely Liberal,Very Happy,5,5,3,1,1.2571
GSS_3071,30-44,Graduate,Q2 (Mid-Low),Liberal,Very Happy,4,2,5,1,1.5993
GSS_3072,18-29,High School,Q1 (Low),Liberal,Not Too Happy,4,1,2,0,0.8175
GSS_3073,60+,High School,Q3 (Mid-High),Liberal,Pretty Happy,3,1,2,0,1.2577
GSS_3074,30-44,Junior College,Q2 (Mid-Low),Moderate,Pretty Happy,4,2,2,0,0.9689
GSS_3075,60+,High School,Q4 (High),Moderate,Pretty Happy,5,1,2,1,1.2262
GSS_3076,30-44,Junior College,Q2 (Mid-Low),Extremely Liberal,Very Happy,-9,1,4,1,1.0023
GSS_3077,30-44,Lt High School,Q4 (High),Conservative,Very Happy,4,3,-9,1,0.5867
GSS_3078,45-59,Bachelor,Q1 (Low),Moderate,Pretty Happy,1,2,4,0,1.4324
GSS_3079,60+,High School,Q3 (Mid-High),Moderate,Pretty Happy,2,2,4,0,0.5659
GSS_3080,60+,Bachelor,Q4 (High),Extremely Liberal,Not Too Happy,1,4,1,0,0.533
GSS_3081,60+,High School,Q4 (High),Conservative,Pretty Happy,5,5,3,1,1.183
GSS_3082,60+,High School,Q3 (Mid-High),Moderate,Pretty Happy,4,3,2,0,0.6549
GSS_3083,18-29,Graduate,Q1 (Low),Conservative,Pretty Happy,3,5,5,1,0.7302
GSS_3084,30-44,High School,Q3 (Mid-High),Moderate,Pretty Happy,2,3,3,0,1.1795
GSS_3085,30-44,High School,Q1 (Low),Liberal,Pretty Happy,1,3,2,0,0.7293
GSS_3086,60+,Graduate,Q3 (Mid-High),Conservative,Very Happy,2,3,3,0,0.6319
GSS_3087,30-44,High School,Q1 (Low),Extremely Liberal,Pretty Happy,1,3,1,0,1.3277
