Respondent_ID,Age_Group,Education_Level,Employment_Sector,Gender,Tech_Familiarity,Perceived_AI_Risk,Perceived_AI_Benefit,Ethical_Concern_Level,Privacy_Worry,Trust_Healthcare_AI,Trust_Workplace_AI,Trust_Financial_AI,Trust_Score_1_to_10,High_AI_Trust,Survey_Weight
RESP_1751,60+,Bachelor's,Healthcare,Male,Intermediate,1,2,3,1,6,3,3,6.3,1,1.4745
RESP_1752,45-59,Bachelor's,Finance,Female,Advanced,2,4,3,2,5,4,5,8.2,1,0.7324
RESP_1753,30-44,Master's,Education,Male,Intermediate,1,1,5,5,7,8,5,5.2,0,1.2897
RESP_1754,18-29,PhD,Education,Male,Advanced,1,5,1,2,8,3,7,10.0,1,0.6314
RESP_1755,45-59,PhD,Finance,Male,Intermediate,5,5,5,3,7,6,1,8.9,1,1.1621
RESP_1756,45-59,Bachelor's,Other,Female,Novice,2,1,4,4,6,5,10,1.9,0,1.092
RESP_1757,30-44,Bachelor's,Tech/Engineering,Male,Intermediate,3,1,5,2,4,5,6,3.9,0,0.7872
RESP_1758,60+,Bachelor's,Public Sector,Male,Novice,5,3,1,1,-9,3,2,2.5,0,1.1788
RESP_1759,45-59,Master's,Healthcare,Female,Intermediate,3,5,5,5,6,6,6,8.2,1,1.1553
RESP_1760,18-29,High School,Education,Female,Intermediate,2,4,3,3,2,6,3,4.6,0,1.3185
RESP_1761,30-44,Bachelor's,Tech/Engineering,Male,Advanced,1,2,2,1,6,2,3,6.4,1,1.3883
RESP_1762,18-29,Master's,Healthcare,Male,Novice,4,3,3,4,9,5,3,3.0,0,1.0591
RESP_1763,45-59,Bachelor's,Education,Male,Novice,-9,5,2,5,4,6,5,3.3,0,1.0413
RESP_1764,18-29,Bachelor's,Tech/Engineering,Female,Advanced,-9,-9,5,4,3,4,10,7.3,1,1.1594
RESP_1765,30-44,Bachelor's,Education,Male,Novice,4,5,4,4,7,1,5,4.2,0,1.2563
RESP_1766,45-59,High School,Other,Female,Intermediate,3,4,5,5,1,5,7,3.9,0,0.9206
RESP_1767,60+,Bachelor's,Tech/Engineering,Female,Intermediate,4,3,1,5,7,8,7,3.2,0,1.0542
RESP_1768,30-44,Bachelor's,Public Sector,Female,Advanced,2,1,5,4,9,4,5,6.9,1,1.1266
RESP_1769,45-59,High School,Education,Female,Advanced,2,4,2,3,4,8,3,8.2,1,1.4895
RESP_1770,18-29,High School,Finance,Female,Advanced,3,2,3,5,4,3,2,4.0,0,1.1289
RESP_1771,45-59,Master's,Healthcare,Female,Novice,4,3,4,1,7,2,4,4.8,0,0.8018
RESP_1772,18-29,Bachelor's,Tech/Engineering,Female,Advanced,4,4,5,2,4,-9,8,4.4,0,1.1292
RESP_1773,30-44,Bachelor's,Tech/Engineering,Female,Intermediate,1,4,5,3,8,3,7,7.4,1,1.3375
RESP_1774,45-59,Bachelor's,Tech/Engineering,Male,Intermediate,5,1,3,5,4,6,6,1.1,0,1.3717
RESP_1775,18-29,PhD,Tech/Engineering,Male,Novice,2,2,4,5,10,4,6,5.7,0,1.3202
RESP_1776,18-29,Bachelor's,Finance,Female,Intermediate,1,4,5,3,-9,8,5,5.2,0,1.3994
RESP_1777,45-59,Bachelor's,Public Sector,Male,Advanced,2,3,5,2,6,4,4,5.6,0,0.9013
RESP_1778,45-59,Master's,Public Sector,Female,Advanced,1,4,2,4,9,5,4,8.7,1,1.0568
RESP_1779,45-59,Master's,Finance,Male,Intermediate,5,5,2,1,8,6,2,5.7,0,1.3016
RESP_1780,45-59,High School,Tech/Engineering,Female,Novice,1,3,1,5,7,7,9,2.9,0,0.838
RESP_1781,30-44,Master's,Healthcare,Female,Intermediate,2,3,3,2,2,8,6,4.8,0,0.9344
RESP_1782,30-44,Bachelor's,Healthcare,Male,Advanced,4,4,4,1,5,4,4,6.2,1,1.348
RESP_1783,30-44,Bachelor's,Healthcare,Male,Intermediate,2,1,5,3,8,4,9,4.1,0,1.2931
RESP_1784,18-29,High School,Education,Male,Intermediate,3,3,5,5,3,1,10,4.9,0,1.4741
RESP_1785,60+,High School,Education,Male,Novice,3,5,1,4,4,9,10,5.1,0,1.4964
RESP_1786,30-44,Master's,Healthcare,Male,Intermediate,3,1,5,3,4,6,5,2.4,0,0.8167
RESP_1787,30-44,Bachelor's,Healthcare,Female,Intermediate,3,1,3,5,7,7,6,2.6,0,1.4104
RESP_1788,30-44,Bachelor's,Public Sector,Female,Advanced,5,1,1,2,8,6,7,3.2,0,0.6851
RESP_1789,60+,Master's,Public Sector,Female,Intermediate,4,3,3,1,8,5,9,3.4,0,1.2388
RESP_1790,18-29,Master's,Healthcare,Female,Intermediate,-9,1,1,1,4,6,5,2.3,0,0.7981
RESP_1791,30-44,High School,Other,Male,Intermediate,2,4,5,5,7,4,3,5.2,0,0.8703
RESP_1792,30-44,Bachelor's,Other,Male,Novice,1,1,1,3,4,4,4,3.9,0,1.4517
RESP_1793,45-59,High School,Healthcare,Female,Advanced,2,5,2,4,6,3,8,5.2,0,0.8368
RESP_1794,18-29,Master's,Healthcare,Male,Intermediate,2,2,4,2,7,8,7,4.9,0,1.2059
RESP_1795,60+,Bachelor's,Education,Male,Intermediate,2,5,5,5,8,6,5,7.5,1,0.7603
RESP_1796,60+,PhD,Other,Female,Intermediate,2,3,4,2,2,9,5,7.7,1,0.6841
RESP_1797,30-44,High School,Public Sector,Female,Intermediate,4,1,5,1,6,10,5,1.0,0,0.9054
RESP_1798,45-59,High School,Tech/Engineering,Female,Intermediate,1,1,4,4,9,2,8,4.3,0,1.1618
RESP_1799,60+,Bachelor's,Healthcare,Female,Intermediate,2,4,2,2,6,7,4,7.3,1,0.8232
RESP_1800,45-59,Bachelor's,Education,Female,Novice,4,1,4,5,6,-9,3,2.2,0,0.8702
RESP_1801,18-29,Bachelor's,Education,Male,Intermediate,2,5,1,4,5,5,9,6.4,1,1.2379
RESP_1802,30-44,PhD,Tech/Engineering,Female,Novice,3,3,4,3,9,6,5,2.4,0,0.6925
RESP_1803,45-59,Bachelor's,Public Sector,Female,Intermediate,2,2,5,5,5,2,5,4.8,0,1.0022
RESP_1804,30-44,Bachelor's,Finance,Non-Binary/Other,Novice,2,1,3,2,6,3,7,4.8,0,1.4476
RESP_1805,45-59,Master's,Public Sector,Male,Intermediate,5,2,4,4,5,6,3,4.1,0,0.9573
RESP_1806,60+,Bachelor's,Public Sector,Male,Advanced,3,1,4,5,6,5,7,4.9,0,0.9908
RESP_1807,60+,Master's,Finance,Female,Advanced,1,3,4,4,9,-9,4,7.9,1,1.2644
RESP_1808,30-44,High School,Education,Female,Intermediate,2,5,5,4,4,3,8,7.5,1,1.3011
RESP_1809,18-29,Bachelor's,Finance,Male,Intermediate,1,3,4,4,6,2,2,6.4,1,1.2926
RESP_1810,60+,High School,Tech/Engineering,Female,Novice,3,2,5,2,-9,2,6,1.0,0,1.4981
RESP_1811,45-59,High School,Finance,Female,Intermediate,2,1,5,5,4,-9,5,4.3,0,0.6643
RESP_1812,18-29,PhD,Tech/Engineering,Male,Advanced,5,2,3,1,6,7,4,3.9,0,1.484
RESP_1813,60+,High School,Finance,Male,Novice,4,5,1,1,10,7,7,4.3,0,1.4552
RESP_1814,60+,Bachelor's,Healthcare,Female,Intermediate,5,3,5,2,2,9,5,4.1,0,1.3669
RESP_1815,30-44,Bachelor's,Tech/Engineering,Male,Advanced,5,2,2,2,5,6,6,2.5,0,1.0087
RESP_1816,30-44,Bachelor's,Tech/Engineering,Female,Advanced,4,2,4,4,7,5,8,2.9,0,1.3838
RESP_1817,30-44,Master's,Tech/Engineering,Female,Novice,4,5,2,5,5,6,7,6.0,1,0.7987
RESP_1818,18-29,High School,Finance,Female,Intermediate,4,1,4,5,10,-9,3,1.0,0,1.3125
RESP_1819,30-44,Bachelor's,Finance,Female,Novice,2,2,3,3,7,1,4,3.5,0,0.7667
RESP_1820,45-59,PhD,Education,Female,Novice,1,5,5,3,4,9,6,9.7,1,1.3338
RESP_1821,18-29,Bachelor's,Tech/Engineering,Male,Advanced,1,1,1,1,1,1,7,7.4,1,1.1531
RESP_1822,30-44,PhD,Tech/Engineering,Male,Advanced,4,1,5,3,7,8,4,2.7,0,0.6882
RESP_1823,30-44,High School,Tech/Engineering,Male,Intermediate,5,3,4,3,4,-9,6,2.4,0,1.4058
RESP_1824,30-44,Bachelor's,Tech/Engineering,Female,Novice,3,5,1,1,9,3,6,6.9,1,1.1202
RESP_1825,60+,Bachelor's,Public Sector,Female,Advanced,4,1,5,1,5,6,6,2.8,0,1.1906
RESP_1826,30-44,Master's,Healthcare,Female,Intermediate,5,3,1,3,5,5,3,4.9,0,0.8552
RESP_1827,30-44,PhD,Healthcare,Female,Intermediate,5,4,4,5,5,3,2,6.5,1,1.3845
RESP_1828,45-59,Bachelor's,Tech/Engineering,Female,Intermediate,2,5,3,3,8,2,1,6.2,1,1.0907
RESP_1829,30-44,Bachelor's,Healthcare,Male,Novice,2,4,3,4,7,2,6,5.8,0,0.979
RESP_1830,18-29,High School,Education,Male,Intermediate,1,1,5,4,10,-9,2,4.5,0,1.0809
RESP_1831,30-44,Bachelor's,Finance,Male,Intermediate,1,5,2,4,6,4,10,8.7,1,1.233
RESP_1832,18-29,Bachelor's,Healthcare,Female,Novice,3,3,4,2,8,2,7,1.8,0,1.2255
RESP_1833,18-29,PhD,Tech/Engineering,Male,Novice,3,1,5,4,8,5,3,5.3,0,0.9218
RESP_1834,30-44,Bachelor's,Healthcare,Female,Novice,3,5,5,5,7,3,8,6.2,1,0.9467
RESP_1835,30-44,Bachelor's,Healthcare,Female,Novice,3,5,3,2,5,6,8,4.0,0,1.106
RESP_1836,60+,High School,Healthcare,Female,Intermediate,5,4,1,2,7,8,8,3.3,0,1.432
RESP_1837,30-44,High School,Other,Male,Advanced,5,-9,4,4,6,6,4,4.7,0,1.2709
RESP_1838,30-44,Bachelor's,Finance,Non-Binary/Other,Novice,1,3,1,3,6,5,7,3.9,0,0.9514
RESP_1839,45-59,Bachelor's,Education,Female,Novice,2,3,4,1,4,4,8,3.4,0,0.9033
RESP_1840,18-29,Master's,Education,Male,Intermediate,2,1,2,3,2,8,9,4.4,0,1.0713
RESP_1841,45-59,Bachelor's,Education,Male,Advanced,4,1,3,3,8,5,2,2.8,0,1.383
RESP_1842,18-29,Bachelor's,Education,Female,Intermediate,5,2,2,2,7,10,5,2.7,0,0.6078
RESP_1843,60+,High School,Finance,Female,Intermediate,3,4,5,2,3,2,4,5.9,0,1.2394
RESP_1844,18-29,Master's,Finance,Female,Intermediate,3,1,3,2,7,6,9,4.0,0,0.8651
RESP_1845,30-44,Master's,Tech/Engineering,Non-Binary/Other,Novice,4,1,5,5,9,8,6,2.2,0,0.7876
RESP_1846,18-29,High School,Education,Female,Novice,2,-9,2,5,8,3,7,5.0,0,0.6109
RESP_1847,60+,Master's,Education,Male,Intermediate,3,2,4,1,4,4,6,4.4,0,1.4069
RESP_1848,30-44,Bachelor's,Public Sector,Female,Intermediate,2,5,5,2,5,6,6,6.0,1,1.421
RESP_1849,30-44,High School,Finance,Male,Intermediate,4,3,1,4,5,6,3,4.8,0,0.6553
RESP_1850,18-29,Bachelor's,Education,Female,Intermediate,2,4,4,2,8,6,4,3.2,0,1.0696
RESP_1851,45-59,Bachelor's,Tech/Engineering,Male,Intermediate,2,5,4,5,7,8,5,7.0,1,0.7373
RESP_1852,18-29,High School,Finance,Male,Novice,2,1,2,2,10,4,4,2.0,0,1.2828
RESP_1853,60+,PhD,Tech/Engineering,Male,Intermediate,3,2,2,5,3,8,4,4.2,0,1.1989
RESP_1854,18-29,Master's,Healthcare,Male,Novice,1,3,3,2,-9,1,5,6.3,1,0.8674
RESP_1855,18-29,Bachelor's,Tech/Engineering,Female,Novice,5,5,3,4,2,7,4,4.6,0,0.7053
RESP_1856,18-29,Bachelor's,Finance,Male,Intermediate,2,3,1,1,7,8,5,4.3,0,1.3481
RESP_1857,30-44,Bachelor's,Healthcare,Female,Advanced,2,2,4,4,8,3,4,3.8,0,1.2068
RESP_1858,30-44,Bachelor's,Healthcare,Female,Advanced,2,5,1,5,9,2,4,6.3,1,0.6061
RESP_1859,18-29,Bachelor's,Public Sector,Male,Intermediate,1,5,1,3,6,4,3,9.8,1,1.1651
RESP_1860,45-59,High School,Healthcare,Female,Novice,4,3,2,4,2,6,5,4.9,0,1.3293
RESP_1861,30-44,Bachelor's,Education,Male,Novice,3,2,1,2,6,4,7,3.0,0,1.1317
RESP_1862,30-44,Master's,Education,Non-Binary/Other,Advanced,1,1,1,1,7,6,7,4.5,0,0.9822
RESP_1863,30-44,Bachelor's,Tech/Engineering,Female,Intermediate,2,5,5,2,4,9,2,6.7,1,1.1255
RESP_1864,30-44,High School,Public Sector,Male,Intermediate,1,1,3,2,5,2,7,1.3,0,1.1577
RESP_1865,30-44,Master's,Tech/Engineering,Female,Intermediate,1,2,3,4,3,1,7,6.3,1,1.176
RESP_1866,18-29,Bachelor's,Education,Female,Intermediate,1,5,4,1,5,5,7,6.4,1,1.4703
RESP_1867,18-29,Bachelor's,Education,Female,Advanced,4,5,3,3,8,4,8,5.0,0,0.7608
RESP_1868,60+,High School,Finance,Male,Novice,5,1,4,2,7,4,4,1.5,0,1.1608
RESP_1869,60+,Bachelor's,Finance,Male,Intermediate,3,4,5,1,3,8,5,5.2,0,0.7692
RESP_1870,30-44,Master's,Healthcare,Male,Advanced,4,1,3,3,5,5,9,5.0,0,0.789
RESP_1871,30-44,Bachelor's,Tech/Engineering,Non-Binary/Other,Novice,4,1,5,2,6,5,9,2.9,0,1.2023
RESP_1872,45-59,Bachelor's,Finance,Female,Intermediate,5,4,3,1,6,4,5,3.9,0,1.4244
RESP_1873,30-44,Master's,Education,Female,Intermediate,4,2,3,4,5,5,7,3.8,0,0.7431
RESP_1874,18-29,Master's,Public Sector,Male,Advanced,1,2,5,2,7,6,7,8.2,1,1.4662
RESP_1875,18-29,Master's,Public Sector,Male,Novice,1,5,1,2,6,10,9,6.9,1,0.8874
RESP_1876,45-59,Bachelor's,Public Sector,Female,Intermediate,2,3,1,1,1,6,6,6.7,1,0.9522
RESP_1877,45-59,Bachelor's,Education,Female,Novice,4,3,1,2,5,8,3,1.0,0,0.7383
RESP_1878,18-29,PhD,Healthcare,Male,Intermediate,2,5,1,3,5,5,4,8.0,1,1.1543
RESP_1879,18-29,Master's,Public Sector,Male,Novice,-9,3,3,2,7,1,10,4.7,0,1.1368
RESP_1880,18-29,High School,Education,Female,Novice,1,1,2,5,7,4,3,1.7,0,0.998
RESP_1881,45-59,High School,Tech/Engineering,Female,Intermediate,3,1,5,3,3,6,5,2.9,0,1.0285
RESP_1882,18-29,Bachelor's,Public Sector,Male,Advanced,5,4,2,1,7,7,10,5.2,0,1.1607
RESP_1883,18-29,PhD,Public Sector,Male,Novice,1,-9,2,3,6,5,4,5.8,0,1.1251
RESP_1884,45-59,Bachelor's,Education,Female,Novice,3,5,4,5,6,7,1,4.5,0,0.9368
RESP_1885,18-29,Bachelor's,Tech/Engineering,Male,Intermediate,5,5,1,5,5,2,1,3.8,0,1.3957
RESP_1886,45-59,High School,Healthcare,Female,Intermediate,3,5,3,2,6,5,4,3.8,0,1.2009
RESP_1887,18-29,Bachelor's,Public Sector,Female,Advanced,5,1,1,2,8,8,2,4.5,0,0.7849
RESP_1888,18-29,Master's,Other,Male,Novice,-9,3,1,4,6,3,7,4.2,0,0.8879
RESP_1889,18-29,Bachelor's,Healthcare,Male,Intermediate,1,5,2,3,6,7,6,6.0,1,1.3091
RESP_1890,45-59,Master's,Tech/Engineering,Female,Novice,2,5,4,4,5,7,1,6.7,1,0.6941
RESP_1891,60+,PhD,Public Sector,Male,Novice,5,1,1,5,8,2,2,2.6,0,1.2752
RESP_1892,45-59,Bachelor's,Healthcare,Male,Intermediate,5,1,5,2,3,6,8,1.0,0,0.923
RESP_1893,30-44,Bachelor's,Education,Male,Intermediate,1,1,5,2,4,-9,6,4.0,0,1.0965
RESP_1894,45-59,Bachelor's,Other,Male,Intermediate,2,3,1,2,3,5,8,6.9,1,0.8525
RESP_1895,18-29,Master's,Tech/Engineering,Male,Intermediate,4,5,2,1,6,2,8,4.8,0,1.4878
RESP_1896,30-44,Bachelor's,Finance,Male,Intermediate,4,2,2,5,8,4,3,2.4,0,1.4153
RESP_1897,60+,Bachelor's,Tech/Engineering,Female,Intermediate,2,2,3,2,5,5,7,2.1,0,1.4356
RESP_1898,18-29,Master's,Healthcare,Female,Advanced,3,-9,4,5,4,1,6,8.5,1,0.7663
RESP_1899,18-29,Bachelor's,Public Sector,Female,Novice,-9,5,2,2,9,2,1,6.2,1,1.3575
RESP_1900,18-29,PhD,Education,Male,Novice,2,5,3,3,7,3,2,7.5,1,1.0819
RESP_1901,18-29,Bachelor's,Other,Male,Intermediate,4,5,5,5,7,3,10,4.6,0,1.2371
RESP_1902,18-29,High School,Education,Female,Intermediate,5,3,5,4,6,6,3,1.8,0,0.7958
RESP_1903,30-44,Bachelor's,Healthcare,Female,Novice,4,2,5,1,7,7,6,2.0,0,1.2408
RESP_1904,30-44,Master's,Healthcare,Male,Advanced,-9,4,1,4,7,4,5,7.7,1,1.4228
RESP_1905,60+,Bachelor's,Healthcare,Female,Novice,1,2,4,5,5,-9,6,3.1,0,0.8407
RESP_1906,45-59,Master's,Healthcare,Male,Advanced,5,2,3,2,5,7,5,3.5,0,0.81
RESP_1907,30-44,PhD,Tech/Engineering,Female,Novice,2,1,4,5,4,5,7,5.4,0,0.694
RESP_1908,30-44,Bachelor's,Healthcare,Male,Intermediate,-9,5,1,1,4,6,7,8.1,1,0.8401
RESP_1909,30-44,PhD,Education,Male,Advanced,3,5,3,5,5,5,6,9.4,1,1.0822
RESP_1910,30-44,High School,Finance,Female,Novice,2,5,3,2,8,3,3,4.8,0,1.3494
RESP_1911,30-44,Bachelor's,Finance,Female,Advanced,1,1,2,4,4,3,4,5.2,0,0.8509
RESP_1912,45-59,High School,Finance,Female,Intermediate,2,3,4,3,8,6,2,5.3,0,1.159
RESP_1913,30-44,Master's,Tech/Engineering,Male,Advanced,3,3,4,4,4,5,5,6.0,1,1.0316
RESP_1914,30-44,Bachelor's,Healthcare,Male,Intermediate,1,4,2,2,2,7,2,7.7,1,0.8597
RESP_1915,30-44,High School,Finance,Female,Intermediate,4,3,5,2,7,1,6,2.5,0,1.0593
RESP_1916,30-44,Bachelor's,Education,Male,Novice,3,3,1,1,9,1,6,5.7,0,0.7512
RESP_1917,60+,Bachelor's,Tech/Engineering,Male,Intermediate,1,5,4,5,4,2,7,7.5,1,1.1756
RESP_1918,45-59,High School,Public Sector,Female,Novice,5,2,2,5,3,5,3,1.0,0,0.7041
RESP_1919,18-29,Master's,Public Sector,Female,Novice,2,3,3,4,7,2,3,5.9,0,1.2579
RESP_1920,60+,Master's,Education,Male,Novice,1,-9,2,3,4,6,9,4.7,0,0.7599
RESP_1921,30-44,Bachelor's,Tech/Engineering,Male,Intermediate,2,1,5,3,-9,7,2,3.9,0,1.4983
RESP_1922,60+,PhD,Public Sector,Male,Intermediate,5,4,1,1,8,8,10,7.2,1,1.3413
RESP_1923,45-59,Bachelor's,Education,Male,Novice,1,1,5,2,7,8,3,2.1,0,0.9095
RESP_1924,30-44,PhD,Public Sector,Male,Novice,4,5,3,1,8,3,3,7.6,1,0.9836
RESP_1925,18-29,Bachelor's,Public Sector,Female,Intermediate,3,-9,3,5,8,1,7,3.1,0,0.8333
RESP_1926,30-44,Bachelor's,Public Sector,Male,Novice,1,4,3,2,8,4,6,7.0,1,1.2904
RESP_1927,30-44,High School,Education,Male,Novice,5,1,3,1,6,7,9,1.0,0,0.9427
RESP_1928,45-59,Master's,Tech/Engineering,Male,Novice,1,3,2,4,8,4,1,7.3,1,1.2797
RESP_1929,30-44,Bachelor's,Finance,Female,Advanced,2,3,3,5,6,-9,6,5.6,0,0.6166
RESP_1930,18-29,High School,Finance,Female,Advanced,1,4,3,3,7,4,5,6.9,1,0.7221
RESP_1931,45-59,High School,Finance,Female,Intermediate,4,3,2,1,10,8,3,2.3,0,0.9285
RESP_1932,60+,Bachelor's,Tech/Engineering,Female,Intermediate,1,1,3,5,6,3,9,1.5,0,0.698
RESP_1933,30-44,Bachelor's,Tech/Engineering,Female,Intermediate,3,1,5,5,3,5,6,1.6,0,1.141
RESP_1934,18-29,Master's,Public Sector,Male,Intermediate,1,3,5,3,6,7,5,4.7,0,0.6457
RESP_1935,30-44,Master's,Finance,Male,Intermediate,2,3,4,3,5,9,6,3.5,0,1.3738
RESP_1936,18-29,High School,Other,Female,Intermediate,1,5,5,3,5,3,2,7.5,1,1.2852
RESP_1937,60+,Master's,Public Sector,Male,Novice,4,2,1,1,8,7,3,4.8,0,0.7946
RESP_1938,18-29,High School,Education,Female,Novice,5,4,1,3,8,4,5,4.9,0,1.0354
RESP_1939,30-44,Master's,Finance,Female,Intermediate,1,1,1,4,6,8,6,3.7,0,1.0066
RESP_1940,30-44,Master's,Public Sector,Female,Advanced,1,4,2,5,3,9,8,8.4,1,1.2524
RESP_1941,30-44,Bachelor's,Education,Male,Intermediate,3,5,5,3,6,3,3,7.6,1,0.9614
RESP_1942,45-59,Master's,Finance,Female,Advanced,4,1,1,5,5,6,3,2.4,0,0.6296
RESP_1943,45-59,Bachelor's,Tech/Engineering,Female,Advanced,5,5,4,2,6,7,6,7.2,1,0.8464
RESP_1944,18-29,Bachelor's,Education,Female,Novice,2,-9,2,2,6,4,5,6.0,1,1.0196
RESP_1945,18-29,Master's,Finance,Male,Intermediate,1,3,4,3,8,6,1,4.4,0,1.477
RESP_1946,18-29,Bachelor's,Healthcare,Female,Intermediate,5,4,5,5,7,6,3,1.2,0,1.393
RESP_1947,60+,Bachelor's,Healthcare,Male,Advanced,2,4,3,2,5,9,5,6.6,1,0.7633
RESP_1948,60+,Bachelor's,Healthcare,Male,Advanced,4,3,4,3,3,1,5,6.0,1,1.2509
RESP_1949,30-44,Master's,Healthcare,Male,Intermediate,4,4,3,5,6,5,5,3.6,0,1.4431
RESP_1950,45-59,Bachelor's,Healthcare,Male,Novice,-9,3,2,3,6,2,3,1.4,0,0.6079
RESP_1951,45-59,High School,Education,Female,Intermediate,2,1,4,5,5,5,5,3.3,0,1.2489
RESP_1952,18-29,Master's,Other,Female,Novice,4,5,4,2,8,3,7,6.2,1,1.0134
RESP_1953,60+,Master's,Education,Male,Intermediate,5,5,2,3,3,4,1,4.7,0,1.2122
RESP_1954,30-44,High School,Tech/Engineering,Female,Advanced,4,4,2,2,4,-9,5,4.5,0,1.145
RESP_1955,30-44,Bachelor's,Tech/Engineering,Male,Intermediate,4,2,1,3,6,5,2,3.9,0,1.4862
RESP_1956,30-44,High School,Finance,Male,Intermediate,4,5,5,1,5,7,5,4.0,0,0.8599
RESP_1957,18-29,Bachelor's,Healthcare,Male,Intermediate,3,3,4,2,5,4,2,3.6,0,1.3075
RESP_1958,18-29,Bachelor's,Public Sector,Male,Intermediate,2,2,4,2,6,8,6,4.8,0,0.8112
RESP_1959,45-59,Master's,Finance,Non-Binary/Other,Intermediate,5,2,2,4,7,7,9,3.6,0,0.992
RESP_1960,18-29,Bachelor's,Public Sector,Male,Intermediate,5,5,2,2,6,9,3,4.5,0,1.4778
RESP_1961,45-59,Bachelor's,Healthcare,Female,Advanced,2,5,5,5,2,6,4,9.7,1,1.2895
RESP_1962,18-29,Bachelor's,Finance,Male,Advanced,2,5,2,3,5,5,4,8.8,1,0.8842
RESP_1963,30-44,Master's,Healthcare,Female,Novice,2,3,3,1,7,2,6,4.8,0,1.1574
RESP_1964,30-44,Bachelor's,Other,Female,Advanced,2,2,3,5,8,3,3,4.0,0,0.6447
RESP_1965,30-44,PhD,Finance,Male,Intermediate,1,4,3,5,8,5,5,9.5,1,0.8398
RESP_1966,45-59,Bachelor's,Healthcare,Female,Novice,5,3,3,5,8,5,4,3.6,0,1.2466
RESP_1967,30-44,High School,Healthcare,Female,Novice,1,1,5,5,6,10,4,3.0,0,1.1131
RESP_1968,30-44,Bachelor's,Tech/Engineering,Female,Novice,4,5,4,1,7,5,6,5.0,0,1.0227
RESP_1969,30-44,Bachelor's,Finance,Male,Advanced,4,2,3,4,4,1,6,4.9,0,1.2218
RESP_1970,45-59,Bachelor's,Healthcare,Male,Intermediate,5,3,2,2,2,6,2,5.1,0,0.9586
RESP_1971,60+,High School,Education,Male,Intermediate,4,1,3,5,3,6,6,2.9,0,0.6235
RESP_1972,45-59,High School,Healthcare,Female,Novice,2,3,5,2,5,4,10,4.5,0,0.9969
RESP_1973,18-29,Master's,Finance,Male,Intermediate,1,3,2,2,3,10,9,7.8,1,1.4119
RESP_1974,18-29,Bachelor's,Public Sector,Male,Novice,2,4,3,5,5,1,4,6.7,1,1.371
RESP_1975,30-44,Master's,Public Sector,Female,Intermediate,4,4,4,4,5,8,6,5.7,0,0.9681
RESP_1976,30-44,Bachelor's,Public Sector,Female,Intermediate,-9,3,2,2,8,4,5,5.7,0,0.62
RESP_1977,18-29,Bachelor's,Tech/Engineering,Female,Novice,2,1,2,3,4,3,6,2.1,0,1.1727
RESP_1978,30-44,Bachelor's,Tech/Engineering,Non-Binary/Other,Advanced,5,2,4,2,-9,10,4,4.6,0,1.2671
RESP_1979,30-44,Bachelor's,Finance,Male,Novice,2,2,2,5,5,7,5,2.9,0,0.8648
RESP_1980,30-44,Bachelor's,Healthcare,Male,Intermediate,4,5,3,1,4,4,4,4.3,0,1.029
RESP_1981,45-59,Bachelor's,Education,Female,Intermediate,1,5,2,2,5,4,8,7.4,1,1.4927
RESP_1982,18-29,High School,Tech/Engineering,Male,Intermediate,5,2,3,4,2,6,6,1.0,0,1.1187
RESP_1983,18-29,Bachelor's,Healthcare,Male,Novice,1,3,4,3,7,4,6,4.5,0,0.916
RESP_1984,45-59,Bachelor's,Tech/Engineering,Male,Novice,5,3,1,3,9,8,8,2.9,0,1.1647
RESP_1985,30-44,PhD,Public Sector,Non-Binary/Other,Advanced,1,4,4,1,5,5,8,9.6,1,0.762
RESP_1986,45-59,Master's,Healthcare,Female,Novice,4,4,3,1,6,7,7,5.4,0,0.7793
RESP_1987,30-44,Master's,Education,Female,Advanced,5,5,5,2,5,5,8,7.3,1,1.4324
RESP_1988,18-29,Master's,Tech/Engineering,Male,Advanced,3,2,4,5,4,-9,9,5.9,0,0.8153
RESP_1989,45-59,Bachelor's,Finance,Male,Novice,1,3,5,4,7,8,3,4.2,0,0.8797
RESP_1990,45-59,Bachelor's,Healthcare,Male,Novice,1,2,5,3,7,9,5,5.5,0,1.0894
RESP_1991,45-59,PhD,Public Sector,Female,Intermediate,2,1,3,1,1,6,7,5.1,0,1.4097
RESP_1992,30-44,Bachelor's,Public Sector,Male,Advanced,5,2,3,4,4,3,3,3.7,0,1.3033
RESP_1993,30-44,Bachelor's,Healthcare,Female,Advanced,3,1,1,5,2,5,5,4.1,0,0.6394
RESP_1994,30-44,High School,Other,Female,Intermediate,4,4,2,3,9,5,6,6.1,1,1.2237
RESP_1995,18-29,Bachelor's,Other,Male,Intermediate,2,-9,4,3,-9,4,5,3.9,0,1.0537
RESP_1996,60+,Bachelor's,Public Sector,Male,Novice,3,5,3,5,6,3,5,5.0,0,1.028
RESP_1997,18-29,Master's,Public Sector,Female,Advanced,5,2,4,3,5,5,3,4.7,0,1.2224
RESP_1998,60+,Bachelor's,Healthcare,Female,Advanced,3,2,5,5,8,3,5,4.8,0,0.7766
RESP_1999,30-44,Bachelor's,Education,Female,Novice,1,1,2,3,8,2,6,3.0,0,1.4833
RESP_2000,18-29,PhD,Tech/Engineering,Female,Novice,1,4,1,2,6,1,9,5.2,0,1.1808
RESP_2001,30-44,High School,Tech/Engineering,Male,Novice,2,1,4,5,9,6,5,2.1,0,0.9291
